section,step,protocol,subject,fold,tail_balanced_acc,best_balanced_acc,last_balanced_acc,final_train_acc,status,env,source_log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",6.0,2.0,0.2937,0.356,0.3262,0.9133,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",6.0,3.0,0.3386,0.444,0.3345,0.909,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",6.0,4.0,0.3219,0.4012,0.3321,0.9136,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",7.0,0.0,0.5092,0.5476,0.5476,0.9694,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",7.0,1.0,0.5354,0.5881,0.5512,0.9086,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",7.0,2.0,0.4756,0.55,0.4821,0.9175,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",7.0,3.0,0.5982,0.6667,0.6,0.9698,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",7.0,4.0,0.5814,0.5964,0.5774,0.9266,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",8.0,0.0,0.5486,0.6274,0.5583,0.9391,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",8.0,1.0,0.6185,0.6726,0.6548,0.9697,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",8.0,2.0,0.5992,0.6905,0.5988,0.9564,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",8.0,3.0,0.6919,0.7345,0.6988,0.9178,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",8.0,4.0,0.5761,0.6702,0.6512,0.948,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",9.0,0.0,0.6763,0.7036,0.7024,0.9524,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",9.0,1.0,0.601,0.6179,0.6179,0.9565,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",9.0,2.0,0.5643,0.625,0.5762,0.9087,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",9.0,3.0,0.6795,0.7024,0.6679,0.9612,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C3,"C1 + phase advance (include_advance), 5-fold CV, dropout 0.5",9.0,4.0,0.7037,0.7179,0.6988,0.9439,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c3_advance/artifacts/train_20260920_002958.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",1.0,0.0,0.4829,0.5512,0.481,0.961,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",1.0,1.0,0.2794,0.5143,0.306,0.9522,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",1.0,2.0,0.5398,0.5607,0.5202,0.9653,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",1.0,3.0,0.4631,0.5821,0.4381,0.9698,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",1.0,4.0,0.5418,0.6083,0.556,0.9698,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",2.0,0.0,0.4686,0.5357,0.4464,0.9347,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",2.0,1.0,0.3518,0.45,0.3429,0.9608,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",2.0,2.0,0.4436,0.506,0.4524,0.9436,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",2.0,3.0,0.4814,0.5107,0.4917,0.9353,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",2.0,4.0,0.3804,0.5202,0.4,0.961,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",3.0,0.0,0.5543,0.606,0.5369,0.9521,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",3.0,1.0,0.6529,0.6726,0.6214,0.987,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",3.0,2.0,0.5558,0.6333,0.5202,0.9694,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",3.0,3.0,0.5893,0.6643,0.6119,0.9827,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",3.0,4.0,0.5014,0.5321,0.4774,0.9567,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",4.0,0.0,0.4174,0.5167,0.4488,0.9521,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",4.0,1.0,0.2979,0.381,0.3298,0.9652,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",4.0,2.0,0.3091,0.4083,0.2881,0.9523,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",4.0,3.0,0.3615,0.4536,0.3512,0.9437,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",4.0,4.0,0.5237,0.5798,0.4917,0.9263,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",5.0,0.0,0.3704,0.419,0.3988,0.9608,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",5.0,1.0,0.3387,0.4155,0.3262,0.9434,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",5.0,2.0,0.3248,0.3821,0.3298,0.9304,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",5.0,3.0,0.2605,0.3655,0.2786,0.9564,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",5.0,4.0,0.4227,0.494,0.3869,0.9654,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",6.0,0.0,0.2608,0.3452,0.2798,0.9478,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",6.0,1.0,0.3378,0.4024,0.3452,0.9523,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",6.0,2.0,0.471,0.5131,0.4798,0.9348,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",6.0,3.0,0.2332,0.3679,0.2452,0.9351,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",6.0,4.0,0.2989,0.3714,0.3488,0.9437,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",7.0,0.0,0.4757,0.5393,0.4857,0.9568,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",7.0,1.0,0.3473,0.4369,0.3655,0.9781,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",7.0,2.0,0.4491,0.5179,0.5012,0.948,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",7.0,3.0,0.5151,0.6512,0.525,0.9523,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",7.0,4.0,0.5917,0.6333,0.5964,0.961,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",8.0,0.0,0.5464,0.6048,0.5369,0.9565,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",8.0,1.0,0.4878,0.55,0.519,0.9828,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",8.0,2.0,0.5786,0.6345,0.5821,0.9655,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",8.0,3.0,0.638,0.6667,0.6131,0.9871,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",8.0,4.0,0.6184,0.6893,0.619,0.9697,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",9.0,0.0,0.5918,0.6333,0.5821,0.9566,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",9.0,1.0,0.6383,0.6905,0.6893,0.9518,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",9.0,2.0,0.6756,0.7298,0.6774,0.987,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",9.0,3.0,0.6296,0.6643,0.6298,0.9784,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,C4,"C1 + evoked branch (evoked_rank 2), 5-fold CV, dropout 0.5",9.0,4.0,0.6699,0.7179,0.6821,0.9655,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_c4_evoked/artifacts/train_20260920_122034.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",1.0,0.0,0.5901,0.6548,0.5512,0.809,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",1.0,1.0,0.6028,0.6917,0.569,0.8043,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",1.0,2.0,0.699,0.7583,0.7095,0.8127,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",1.0,3.0,0.5679,0.6476,0.5607,0.809,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",1.0,4.0,0.6299,0.6976,0.631,0.8789,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",2.0,0.0,0.4699,0.5119,0.4631,0.7306,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",2.0,1.0,0.536,0.5905,0.556,0.6649,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",2.0,2.0,0.5687,0.6357,0.5512,0.7429,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",2.0,3.0,0.4705,0.5429,0.4571,0.6796,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",2.0,4.0,0.4246,0.4929,0.4202,0.7237,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",3.0,0.0,0.6412,0.7417,0.6893,0.8001,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",3.0,1.0,0.7001,0.7548,0.6905,0.8345,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",3.0,2.0,0.7094,0.7762,0.6881,0.8392,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",3.0,3.0,0.7294,0.7905,0.7536,0.8313,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",3.0,4.0,0.6186,0.6988,0.594,0.8485,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",4.0,0.0,0.5471,0.6036,0.5524,0.704,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",4.0,1.0,0.4867,0.5405,0.5012,0.7214,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",4.0,2.0,0.4495,0.5155,0.4286,0.7342,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",4.0,3.0,0.4043,0.4571,0.4571,0.736,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",4.0,4.0,0.3926,0.5071,0.4179,0.7188,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",5.0,0.0,0.2423,0.3512,0.2548,0.6174,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",5.0,1.0,0.2913,0.4071,0.3048,0.6564,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",5.0,2.0,0.3397,0.4119,0.344,0.6515,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",5.0,3.0,0.3131,0.4024,0.3024,0.5884,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",5.0,4.0,0.3362,0.4429,0.3524,0.6145,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",6.0,0.0,0.3379,0.4298,0.3476,0.6778,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",6.0,1.0,0.3652,0.3952,0.3607,0.7128,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",6.0,2.0,0.3458,0.4762,0.344,0.6571,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",6.0,3.0,0.5008,0.5643,0.4393,0.667,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",6.0,4.0,0.4957,0.5429,0.494,0.6926,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",7.0,0.0,0.6745,0.7417,0.6881,0.8304,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",7.0,1.0,0.65,0.706,0.6048,0.8131,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",7.0,2.0,0.5481,0.6429,0.5345,0.8563,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",7.0,3.0,0.6314,0.7274,0.6357,0.8876,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",7.0,4.0,0.5087,0.5762,0.5083,0.8569,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",8.0,0.0,0.7838,0.8262,0.7905,0.8301,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",8.0,1.0,0.6515,0.7036,0.669,0.8525,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",8.0,2.0,0.6625,0.7417,0.6357,0.8738,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",8.0,3.0,0.6678,0.7524,0.6679,0.7923,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
Experiment C,Raw control,"raw mu/beta band power spatial:8, 5-fold CV, dropout 0",8.0,4.0,0.6048,0.7571,0.6036,0.8613,measured,"base, no mne (presumed: default python, no stderr kept)",output/experiment_c/mesae_finetune_raw_control_cv/artifacts/train_20260920_173955.log
